customer_id,age_group,city,occupation,gender,marital status,avg_income
ATQCUS1027,35-45,Mumbai,Freelancers,Male,Married,38858
ATQCUS1028,35-45,Mumbai,Freelancers,Male,Married,37667
ATQCUS1029,35-45,Mumbai,Freelancers,Male,Married,39114
ATQCUS1030,35-45,Mumbai,Freelancers,Male,Married,36870
ATQCUS1031,35-45,Mumbai,Freelancers,Male,Married,36153
ATQCUS1032,35-45,Mumbai,Freelancers,Male,Married,36628
ATQCUS1033,35-45,Mumbai,Freelancers,Male,Married,39235
ATQCUS1034,35-45,Mumbai,Freelancers,Male,Married,33721
ATQCUS1035,35-45,Mumbai,Freelancers,Male,Married,39946
ATQCUS1036,35-45,Mumbai,Freelancers,Male,Married,35532
ATQCUS1037,35-45,Mumbai,Freelancers,Male,Married,35995
ATQCUS1038,35-45,Mumbai,Freelancers,Male,Married,37602
ATQCUS1039,35-45,Mumbai,Freelancers,Male,Married,36239
ATQCUS1040,35-45,Mumbai,Freelancers,Male,Married,37815
ATQCUS1041,35-45,Mumbai,Freelancers,Male,Married,35433
ATQCUS1042,35-45,Mumbai,Freelancers,Male,Married,35003
ATQCUS1043,35-45,Mumbai,Freelancers,Male,Married,36132
ATQCUS1044,35-45,Mumbai,Freelancers,Male,Married,38081
ATQCUS1045,35-45,Mumbai,Freelancers,Male,Married,37132
ATQCUS1046,35-45,Mumbai,Freelancers,Male,Married,38027
ATQCUS1047,35-45,Mumbai,Freelancers,Male,Married,36321
ATQCUS1048,35-45,Mumbai,Freelancers,Male,Married,36816
ATQCUS1049,35-45,Mumbai,Freelancers,Male,Married,34224
ATQCUS1050,35-45,Mumbai,Freelancers,Male,Married,34241
ATQCUS1051,35-45,Mumbai,Freelancers,Male,Married,36685
ATQCUS1052,35-45,Mumbai,Freelancers,Male,Married,35430
ATQCUS1053,35-45,Mumbai,Freelancers,Male,Married,38631
ATQCUS1054,35-45,Mumbai,Freelancers,Male,Married,38474
ATQCUS1055,35-45,Mumbai,Freelancers,Male,Married,35870
ATQCUS1056,35-45,Mumbai,Government Employees,Male,Married,52857
ATQCUS1057,35-45,Mumbai,Government Employees,Male,Married,52282
ATQCUS1058,35-45,Mumbai,Government Employees,Male,Married,58212
ATQCUS1059,35-45,Mumbai,Government Employees,Male,Married,54248
ATQCUS1060,35-45,Mumbai,Government Employees,Male,Married,59180
ATQCUS1061,35-45,Mumbai,Government Employees,Male,Married,59703
ATQCUS1062,35-45,Mumbai,Government Employees,Male,Married,52144
ATQCUS1063,35-45,Mumbai,Government Employees,Male,Married,52731
ATQCUS1064,35-45,Mumbai,Government Employees,Male,Married,54010
ATQCUS1065,35-45,Mumbai,Government Employees,Male,Married,57090
ATQCUS1066,35-45,Delhi NCR,Salaried IT Employees,Male,Married,69514
ATQCUS1067,35-45,Delhi NCR,Salaried IT Employees,Male,Married,67321
ATQCUS1068,35-45,Delhi NCR,Salaried IT Employees,Male,Married,69464
ATQCUS1069,35-45,Delhi NCR,Salaried IT Employees,Male,Married,67891
ATQCUS1070,35-45,Delhi NCR,Salaried IT Employees,Male,Married,67024
ATQCUS1071,35-45,Delhi NCR,Salaried IT Employees,Male,Married,69164
ATQCUS1072,35-45,Delhi NCR,Salaried IT Employees,Male,Married,69823
ATQCUS1073,35-45,Delhi NCR,Salaried IT Employees,Male,Married,68238
ATQCUS1074,35-45,Delhi NCR,Salaried IT Employees,Male,Married,63764
ATQCUS1075,35-45,Delhi NCR,Salaried IT Employees,Male,Married,62738
ATQCUS1076,35-45,Delhi NCR,Salaried IT Employees,Male,Married,68151
ATQCUS1077,35-45,Delhi NCR,Salaried IT Employees,Male,Married,65586
ATQCUS1078,35-45,Delhi NCR,Salaried IT Employees,Male,Married,63849
ATQCUS1079,35-45,Delhi NCR,Salaried IT Employees,Male,Married,70726
ATQCUS1080,35-45,Delhi NCR,Salaried IT Employees,Male,Married,65484
ATQCUS1081,35-45,Delhi NCR,Salaried IT Employees,Male,Married,64319
ATQCUS1082,35-45,Delhi NCR,Salaried IT Employees,Male,Married,64618
ATQCUS1083,35-45,Delhi NCR,Salaried IT Employees,Male,Married,66830
ATQCUS1084,35-45,Delhi NCR,Salaried IT Employees,Male,Married,65471
ATQCUS1085,35-45,Delhi NCR,Salaried IT Employees,Male,Married,62820
ATQCUS1086,35-45,Delhi NCR,Salaried IT Employees,Male,Married,68289
ATQCUS1087,35-45,Delhi NCR,Salaried IT Employees,Male,Married,70149
ATQCUS1088,35-45,Delhi NCR,Salaried IT Employees,Male,Married,68210
ATQCUS1089,35-45,Delhi NCR,Salaried IT Employees,Male,Married,62930
ATQCUS1090,35-45,Delhi NCR,Salaried IT Employees,Male,Married,66513
ATQCUS1091,35-45,Delhi NCR,Salaried IT Employees,Male,Married,68554
ATQCUS1092,35-45,Delhi NCR,Salaried IT Employees,Male,Married,70385
ATQCUS1093,35-45,Delhi NCR,Salaried IT Employees,Male,Married,60849
ATQCUS1094,35-45,Delhi NCR,Salaried IT Employees,Male,Married,60801
ATQCUS1095,35-45,Delhi NCR,Salaried IT Employees,Male,Married,61709
ATQCUS1096,35-45,Delhi NCR,Salaried IT Employees,Male,Married,68165
ATQCUS1097,35-45,Delhi NCR,Salaried IT Employees,Male,Married,66362
ATQCUS1098,35-45,Delhi NCR,Salaried IT Employees,Male,Married,69222
ATQCUS1099,35-45,Delhi NCR,Salaried IT Employees,Male,Married,65774
ATQCUS1100,35-45,Delhi NCR,Salaried IT Employees,Male,Married,62938
ATQCUS1101,35-45,Delhi NCR,Salaried IT Employees,Male,Married,67312
ATQCUS1102,35-45,Delhi NCR,Salaried IT Employees,Male,Married,63304
ATQCUS1103,35-45,Delhi NCR,Salaried IT Employees,Male,Married,62471
ATQCUS1104,35-45,Delhi NCR,Salaried IT Employees,Male,Married,69126
ATQCUS1105,35-45,Delhi NCR,Salaried IT Employees,Male,Married,65381
ATQCUS1106,35-45,Delhi NCR,Salaried IT Employees,Male,Married,66973
ATQCUS1107,35-45,Delhi NCR,Salaried Other Employees,Male,Married,43776
ATQCUS1108,35-45,Delhi NCR,Salaried Other Employees,Male,Married,38970
ATQCUS1109,35-45,Delhi NCR,Salaried Other Employees,Male,Married,42937
ATQCUS1110,35-45,Delhi NCR,Salaried Other Employees,Male,Married,38557
ATQCUS1111,35-45,Delhi NCR,Salaried Other Employees,Male,Married,42079
ATQCUS1112,35-45,Delhi NCR,Salaried Other Employees,Male,Married,39920
ATQCUS1113,35-45,Delhi NCR,Salaried Other Employees,Male,Married,40299
ATQCUS1114,35-45,Delhi NCR,Salaried Other Employees,Male,Married,44179
ATQCUS1115,35-45,Delhi NCR,Salaried Other Employees,Male,Married,41563
ATQCUS1116,35-45,Delhi NCR,Salaried Other Employees,Male,Married,40638
ATQCUS1117,35-45,Delhi NCR,Salaried Other Employees,Male,Married,40508
ATQCUS1118,35-45,Delhi NCR,Salaried Other Employees,Male,Married,44390
ATQCUS1119,35-45,Delhi NCR,Salaried Other Employees,Male,Married,42280
ATQCUS1120,35-45,Delhi NCR,Salaried Other Employees,Male,Married,41910
ATQCUS1121,35-45,Delhi NCR,Salaried Other Employees,Male,Married,39540
ATQCUS1122,35-45,Delhi NCR,Salaried Other Employees,Male,Married,42082
ATQCUS1123,35-45,Delhi NCR,Salaried Other Employees,Male,Married,41493
ATQCUS1124,35-45,Delhi NCR,Salaried Other Employees,Male,Married,38912
ATQCUS1125,35-45,Delhi NCR,Salaried Other Employees,Male,Married,40556
ATQCUS1126,35-45,Delhi NCR,Salaried Other Employees,Male,Married,38729
ATQCUS1127,35-45,Delhi NCR,Salaried Other Employees,Male,Married,43122
ATQCUS1128,35-45,Delhi NCR,Salaried Other Employees,Male,Married,41825
ATQCUS1129,35-45,Delhi NCR,Salaried Other Employees,Male,Married,39122
ATQCUS1130,35-45,Delhi NCR,Salaried Other Employees,Male,Married,40680
ATQCUS1131,35-45,Delhi NCR,Salaried Other Employees,Male,Married,39146
ATQCUS1132,35-45,Delhi NCR,Salaried Other Employees,Male,Married,42018
ATQCUS1133,35-45,Delhi NCR,Salaried Other Employees,Male,Married,44121
ATQCUS1134,35-45,Delhi NCR,Salaried Other Employees,Male,Married,41913
ATQCUS1135,35-45,Delhi NCR,Salaried Other Employees,Male,Married,37369
ATQCUS1136,35-45,Delhi NCR,Salaried Other Employees,Male,Married,38389
ATQCUS1137,35-45,Delhi NCR,Salaried Other Employees,Male,Married,41235
ATQCUS1138,35-45,Delhi NCR,Salaried Other Employees,Male,Married,38734
ATQCUS1139,35-45,Delhi NCR,Salaried Other Employees,Male,Married,40001
ATQCUS1140,35-45,Delhi NCR,Business Owners,Male,Married,72245
ATQCUS1141,35-45,Delhi NCR,Business Owners,Male,Married,72301
ATQCUS1142,35-45,Delhi NCR,Business Owners,Male,Married,71703
ATQCUS1143,35-45,Delhi NCR,Business Owners,Male,Married,71966
ATQCUS1144,35-45,Delhi NCR,Business Owners,Male,Married,71775
ATQCUS1145,35-45,Delhi NCR,Business Owners,Male,Married,68296
ATQCUS1146,35-45,Delhi NCR,Business Owners,Male,Married,80200
ATQCUS1147,35-45,Delhi NCR,Business Owners,Male,Married,70646
ATQCUS1148,35-45,Delhi NCR,Business Owners,Male,Married,78598
ATQCUS1149,35-45,Delhi NCR,Business Owners,Male,Married,72119
ATQCUS1150,35-45,Delhi NCR,Business Owners,Male,Married,75706
ATQCUS1151,35-45,Delhi NCR,Business Owners,Male,Married,71540
ATQCUS1152,35-45,Delhi NCR,Business Owners,Male,Married,78872
ATQCUS1153,35-45,Delhi NCR,Business Owners,Male,Married,72671
ATQCUS1154,35-45,Delhi NCR,Business Owners,Male,Married,80917
ATQCUS1155,35-45,Delhi NCR,Business Owners,Male,Married,74584
ATQCUS1156,35-45,Delhi NCR,Business Owners,Male,Married,78469
ATQCUS1157,35-45,Delhi NCR,Business Owners,Male,Married,69895
ATQCUS1158,35-45,Delhi NCR,Business Owners,Male,Married,70321
ATQCUS1159,35-45,Delhi NCR,Business Owners,Male,Married,74565
ATQCUS1160,35-45,Delhi NCR,Business Owners,Male,Married,74557
ATQCUS1161,35-45,Delhi NCR,Business Owners,Male,Married,72811
ATQCUS1162,35-45,Delhi NCR,Business Owners,Male,Married,77512
ATQCUS1163,35-45,Delhi NCR,Freelancers,Male,Married,35211
ATQCUS1164,35-45,Delhi NCR,Freelancers,Male,Married,40377
ATQCUS1165,35-45,Delhi NCR,Freelancers,Male,Married,37532
ATQCUS1166,35-45,Delhi NCR,Freelancers,Male,Married,37833
ATQCUS1167,35-45,Delhi NCR,Freelancers,Male,Married,37115
ATQCUS1168,35-45,Delhi NCR,Freelancers,Male,Married,33923
ATQCUS1169,35-45,Delhi NCR,Freelancers,Male,Married,38406
ATQCUS1170,35-45,Delhi NCR,Freelancers,Male,Married,37665
ATQCUS1171,35-45,Delhi NCR,Freelancers,Male,Married,37141
ATQCUS1172,35-45,Delhi NCR,Freelancers,Male,Married,36243
ATQCUS1173,35-45,Delhi NCR,Freelancers,Male,Married,36294
ATQCUS1174,35-45,Delhi NCR,Freelancers,Male,Married,35492
ATQCUS1175,35-45,Delhi NCR,Freelancers,Male,Married,36258
ATQCUS1176,35-45,Delhi NCR,Freelancers,Male,Married,34954
ATQCUS1177,35-45,Delhi NCR,Freelancers,Male,Married,38353
ATQCUS1178,35-45,Delhi NCR,Freelancers,Male,Married,38354
ATQCUS1179,35-45,Delhi NCR,Freelancers,Male,Married,36273
ATQCUS1180,35-45,Delhi NCR,Freelancers,Male,Married,35625
ATQCUS1181,35-45,Delhi NCR,Freelancers,Male,Married,34855
ATQCUS1182,35-45,Delhi NCR,Freelancers,Male,Married,36557
ATQCUS1183,35-45,Delhi NCR,Freelancers,Male,Married,34513
ATQCUS1184,35-45,Delhi NCR,Freelancers,Male,Married,36940
ATQCUS1185,35-45,Delhi NCR,Freelancers,Male,Married,36227
ATQCUS1186,35-45,Delhi NCR,Freelancers,Male,Married,36290
ATQCUS1187,35-45,Delhi NCR,Freelancers,Male,Married,36700
ATQCUS1188,35-45,Delhi NCR,Freelancers,Male,Married,34256
ATQCUS1189,35-45,Delhi NCR,Freelancers,Male,Married,38468
ATQCUS1190,35-45,Delhi NCR,Freelancers,Male,Married,36324
ATQCUS1191,35-45,Delhi NCR,Freelancers,Male,Married,35509
ATQCUS1192,35-45,Delhi NCR,Freelancers,Male,Married,38813
ATQCUS1193,35-45,Delhi NCR,Freelancers,Male,Married,37513
ATQCUS1194,35-45,Delhi NCR,Freelancers,Male,Married,35877
ATQCUS1195,35-45,Delhi NCR,Freelancers,Male,Married,34249
ATQCUS1196,35-45,Delhi NCR,Freelancers,Male,Married,39120
ATQCUS1197,35-45,Delhi NCR,Freelancers,Male,Married,39415
ATQCUS1198,35-45,Delhi NCR,Freelancers,Male,Married,34894
ATQCUS1199,35-45,Delhi NCR,Freelancers,Male,Married,37313
ATQCUS1200,35-45,Delhi NCR,Freelancers,Male,Married,34488
ATQCUS1201,35-45,Delhi NCR,Freelancers,Male,Married,37219
ATQCUS1202,35-45,Delhi NCR,Freelancers,Male,Married,34924
ATQCUS1203,35-45,Delhi NCR,Government Employees,Male,Married,54829
ATQCUS1204,35-45,Delhi NCR,Government Employees,Male,Married,59291
ATQCUS1205,35-45,Delhi NCR,Government Employees,Male,Married,55460
ATQCUS1206,35-45,Delhi NCR,Government Employees,Male,Married,58174
ATQCUS1207,35-45,Delhi NCR,Government Employees,Male,Married,51669
ATQCUS1208,35-45,Delhi NCR,Government Employees,Male,Married,52827
ATQCUS1209,35-45,Delhi NCR,Government Employees,Male,Married,55925
ATQCUS1210,35-45,Delhi NCR,Government Employees,Male,Married,52269
ATQCUS1211,35-45,Delhi NCR,Government Employees,Male,Married,52961
ATQCUS1212,35-45,Bengaluru,Salaried IT Employees,Male,Married,62959
ATQCUS1213,35-45,Bengaluru,Salaried IT Employees,Male,Married,66641
ATQCUS1214,35-45,Bengaluru,Salaried IT Employees,Male,Married,67073
ATQCUS1215,35-45,Bengaluru,Salaried IT Employees,Male,Married,63533
ATQCUS1216,35-45,Bengaluru,Salaried IT Employees,Male,Married,63790
ATQCUS1217,35-45,Bengaluru,Salaried IT Employees,Male,Married,68658
ATQCUS1218,35-45,Bengaluru,Salaried IT Employees,Male,Married,63921
ATQCUS1219,35-45,Bengaluru,Salaried IT Employees,Male,Married,61350
ATQCUS1220,35-45,Bengaluru,Salaried IT Employees,Male,Married,68384
ATQCUS1221,35-45,Bengaluru,Salaried IT Employees,Male,Married,65864
ATQCUS1222,35-45,Bengaluru,Salaried IT Employees,Male,Married,69490
ATQCUS1223,35-45,Bengaluru,Salaried IT Employees,Male,Married,63129
ATQCUS1224,35-45,Bengaluru,Salaried IT Employees,Male,Married,64773
ATQCUS1225,35-45,Bengaluru,Salaried IT Employees,Male,Married,63971
ATQCUS1226,35-45,Bengaluru,Salaried IT Employees,Male,Married,64893
ATQCUS1227,35-45,Bengaluru,Salaried IT Employees,Male,Married,69459
ATQCUS1228,35-45,Bengaluru,Salaried IT Employees,Male,Married,68517
ATQCUS1229,35-45,Bengaluru,Salaried IT Employees,Male,Married,65948
ATQCUS1230,35-45,Bengaluru,Salaried IT Employees,Male,Married,65469
ATQCUS1231,35-45,Bengaluru,Salaried IT Employees,Male,Married,67169
ATQCUS1232,35-45,Bengaluru,Salaried IT Employees,Male,Married,64397
ATQCUS1233,35-45,Bengaluru,Salaried IT Employees,Male,Married,63013
ATQCUS1234,35-45,Bengaluru,Salaried IT Employees,Male,Married,61641
ATQCUS1235,35-45,Bengaluru,Salaried IT Employees,Male,Married,62169
ATQCUS1236,35-45,Bengaluru,Salaried IT Employees,Male,Married,66919
ATQCUS1237,35-45,Bengaluru,Salaried IT Employees,Male,Married,71356
ATQCUS1238,35-45,Bengaluru,Salaried IT Employees,Male,Married,61924
ATQCUS1239,35-45,Bengaluru,Salaried IT Employees,Male,Married,65464
ATQCUS1240,35-45,Bengaluru,Salaried IT Employees,Male,Married,69583
ATQCUS1241,35-45,Bengaluru,Salaried IT Employees,Male,Married,64311
ATQCUS1242,35-45,Bengaluru,Salaried IT Employees,Male,Married,66018
ATQCUS1243,35-45,Bengaluru,Salaried IT Employees,Male,Married,65082
ATQCUS1244,35-45,Bengaluru,Salaried IT Employees,Male,Married,62598
ATQCUS1245,35-45,Bengaluru,Salaried IT Employees,Male,Married,65784
ATQCUS1246,35-45,Bengaluru,Salaried IT Employees,Male,Married,69661
ATQCUS1247,35-45,Bengaluru,Salaried IT Employees,Male,Married,63393
ATQCUS1248,35-45,Bengaluru,Salaried IT Employees,Male,Married,66595
ATQCUS1249,35-45,Bengaluru,Salaried IT Employees,Male,Married,67683
ATQCUS1250,35-45,Bengaluru,Salaried Other Employees,Male,Married,44719
ATQCUS1251,35-45,Bengaluru,Salaried Other Employees,Male,Married,42253
ATQCUS1252,35-45,Bengaluru,Salaried Other Employees,Male,Married,40400
ATQCUS1253,35-45,Bengaluru,Salaried Other Employees,Male,Married,37844
ATQCUS1254,35-45,Bengaluru,Salaried Other Employees,Male,Married,41119
ATQCUS1255,35-45,Bengaluru,Salaried Other Employees,Male,Married,42094
ATQCUS1256,35-45,Bengaluru,Salaried Other Employees,Male,Married,43340
ATQCUS1257,35-45,Bengaluru,Salaried Other Employees,Male,Married,42100
ATQCUS1258,35-45,Bengaluru,Salaried Other Employees,Male,Married,42372
ATQCUS1259,35-45,Bengaluru,Salaried Other Employees,Male,Married,38969
ATQCUS1260,35-45,Bengaluru,Salaried Other Employees,Male,Married,40736
ATQCUS1261,35-45,Bengaluru,Salaried Other Employees,Male,Married,41631
ATQCUS1262,35-45,Bengaluru,Salaried Other Employees,Male,Married,44071
ATQCUS1263,35-45,Bengaluru,Salaried Other Employees,Male,Married,39313
ATQCUS1264,35-45,Bengaluru,Salaried Other Employees,Male,Married,42341
ATQCUS1265,35-45,Bengaluru,Salaried Other Employees,Male,Married,39271
ATQCUS1266,35-45,Bengaluru,Salaried Other Employees,Male,Married,39352
ATQCUS1267,35-45,Bengaluru,Salaried Other Employees,Male,Married,41505
ATQCUS1268,35-45,Bengaluru,Salaried Other Employees,Male,Married,43251
ATQCUS1269,35-45,Bengaluru,Salaried Other Employees,Male,Married,42778
ATQCUS1270,35-45,Bengaluru,Salaried Other Employees,Male,Married,41466
ATQCUS1271,35-45,Bengaluru,Salaried Other Employees,Male,Married,43390
ATQCUS1272,35-45,Bengaluru,Business Owners,Male,Married,71628
ATQCUS1273,35-45,Bengaluru,Business Owners,Male,Married,79413
ATQCUS1274,35-45,Bengaluru,Business Owners,Male,Married,72597
ATQCUS1275,35-45,Bengaluru,Business Owners,Male,Married,70160
ATQCUS1276,35-45,Bengaluru,Business Owners,Male,Married,74455
ATQCUS1277,35-45,Bengaluru,Business Owners,Male,Married,75294
ATQCUS1278,35-45,Bengaluru,Business Owners,Male,Married,71887
ATQCUS1279,35-45,Bengaluru,Business Owners,Male,Married,74899
ATQCUS1280,35-45,Bengaluru,Business Owners,Male,Married,74020
ATQCUS1281,35-45,Bengaluru,Business Owners,Male,Married,75432
ATQCUS1282,35-45,Bengaluru,Business Owners,Male,Married,70483
ATQCUS1283,35-45,Bengaluru,Business Owners,Male,Married,69051
ATQCUS1284,35-45,Bengaluru,Business Owners,Male,Married,70766
ATQCUS1285,35-45,Bengaluru,Business Owners,Male,Married,74263
ATQCUS1286,35-45,Bengaluru,Business Owners,Male,Married,73445
ATQCUS1287,35-45,Bengaluru,Business Owners,Male,Married,70617
ATQCUS1288,35-45,Bengaluru,Business Owners,Male,Married,69935
ATQCUS1289,35-45,Bengaluru,Business Owners,Male,Married,73577
ATQCUS1290,35-45,Bengaluru,Freelancers,Male,Married,35206
ATQCUS1291,35-45,Bengaluru,Freelancers,Male,Married,39726
ATQCUS1292,35-45,Bengaluru,Freelancers,Male,Married,37508
ATQCUS1293,35-45,Bengaluru,Freelancers,Male,Married,36683
ATQCUS1294,35-45,Bengaluru,Freelancers,Male,Married,35523
ATQCUS1295,35-45,Bengaluru,Freelancers,Male,Married,39207
ATQCUS1296,35-45,Bengaluru,Freelancers,Male,Married,39072
ATQCUS1297,35-45,Bengaluru,Freelancers,Male,Married,35082
ATQCUS1298,35-45,Bengaluru,Freelancers,Male,Married,37145
ATQCUS1299,35-45,Bengaluru,Freelancers,Male,Married,34735
ATQCUS1300,35-45,Bengaluru,Freelancers,Male,Married,35978
ATQCUS1301,35-45,Bengaluru,Freelancers,Male,Married,34111
ATQCUS1302,35-45,Bengaluru,Freelancers,Male,Married,38041
ATQCUS1303,35-45,Bengaluru,Freelancers,Male,Married,37301
ATQCUS1304,35-45,Bengaluru,Freelancers,Male,Married,40274
ATQCUS1305,35-45,Bengaluru,Freelancers,Male,Married,35217
ATQCUS1306,35-45,Bengaluru,Freelancers,Male,Married,40397
ATQCUS1307,35-45,Bengaluru,Freelancers,Male,Married,35318
ATQCUS1308,35-45,Bengaluru,Freelancers,Male,Married,37153
ATQCUS1309,35-45,Bengaluru,Freelancers,Male,Married,36061
ATQCUS1310,35-45,Bengaluru,Freelancers,Male,Married,35226
ATQCUS1311,35-45,Bengaluru,Freelancers,Male,Married,36012
ATQCUS1312,35-45,Bengaluru,Freelancers,Male,Married,39283
ATQCUS1313,35-45,Bengaluru,Freelancers,Male,Married,37076
ATQCUS1314,35-45,Bengaluru,Freelancers,Male,Married,35961
ATQCUS1315,35-45,Bengaluru,Freelancers,Male,Married,33961
ATQCUS1316,35-45,Bengaluru,Freelancers,Male,Married,38564
ATQCUS1317,35-45,Bengaluru,Freelancers,Male,Married,36317
ATQCUS1318,35-45,Bengaluru,Freelancers,Male,Married,35008
ATQCUS1319,35-45,Bengaluru,Freelancers,Male,Married,34999
ATQCUS1320,35-45,Bengaluru,Freelancers,Male,Married,39073
ATQCUS1321,35-45,Bengaluru,Freelancers,Male,Married,34665
ATQCUS1322,35-45,Bengaluru,Freelancers,Male,Married,35030
ATQCUS1323,35-45,Bengaluru,Freelancers,Male,Married,39084
ATQCUS1324,35-45,Bengaluru,Freelancers,Male,Married,39431
ATQCUS1325,35-45,Bengaluru,Freelancers,Male,Married,38301
ATQCUS1326,35-45,Bengaluru,Freelancers,Male,Married,37775
ATQCUS1327,35-45,Bengaluru,Freelancers,Male,Married,34950
ATQCUS1328,35-45,Bengaluru,Freelancers,Male,Married,37667
ATQCUS1329,35-45,Bengaluru,Freelancers,Male,Married,39086
ATQCUS1330,35-45,Bengaluru,Freelancers,Male,Married,35885
ATQCUS1331,35-45,Bengaluru,Freelancers,Male,Married,34652
ATQCUS1332,35-45,Bengaluru,Freelancers,Male,Married,36701
ATQCUS1333,35-45,Bengaluru,Freelancers,Male,Married,37100
ATQCUS1334,35-45,Bengaluru,Government Employees,Male,Married,56775
ATQCUS1335,35-45,Bengaluru,Government Employees,Male,Married,53585
ATQCUS1336,35-45,Bengaluru,Government Employees,Male,Married,55293
ATQCUS1337,35-45,Bengaluru,Government Employees,Male,Married,55463
ATQCUS1338,35-45,Bengaluru,Government Employees,Male,Married,57215
ATQCUS1339,35-45,Bengaluru,Government Employees,Male,Married,53069
ATQCUS1340,35-45,Bengaluru,Government Employees,Male,Married,57836
ATQCUS1341,35-45,Bengaluru,Government Employees,Male,Married,58924
ATQCUS1342,35-45,Bengaluru,Government Employees,Male,Married,58954
ATQCUS1343,35-45,Chennai,Salaried IT Employees,Male,Married,67287
ATQCUS1344,35-45,Chennai,Salaried IT Employees,Male,Married,65304
ATQCUS1345,35-45,Chennai,Salaried IT Employees,Male,Married,63874
ATQCUS1346,35-45,Chennai,Salaried IT Employees,Male,Married,64027
ATQCUS1347,35-45,Chennai,Salaried IT Employees,Male,Married,70471
ATQCUS1348,35-45,Chennai,Salaried IT Employees,Male,Married,68639
ATQCUS1349,35-45,Chennai,Salaried IT Employees,Male,Married,64513
ATQCUS1350,35-45,Chennai,Salaried IT Employees,Male,Married,63898
ATQCUS1351,35-45,Chennai,Salaried IT Employees,Male,Married,68917
ATQCUS1352,35-45,Chennai,Salaried IT Employees,Male,Married,62290
ATQCUS1353,35-45,Chennai,Salaried IT Employees,Male,Married,63006
ATQCUS1354,35-45,Chennai,Salaried IT Employees,Male,Married,67204
ATQCUS1355,35-45,Chennai,Salaried IT Employees,Male,Married,64550
ATQCUS1356,35-45,Chennai,Salaried IT Employees,Male,Married,65302
ATQCUS1357,35-45,Chennai,Salaried IT Employees,Male,Married,71407
ATQCUS1358,35-45,Chennai,Salaried IT Employees,Male,Married,61379
ATQCUS1359,35-45,Chennai,Salaried IT Employees,Male,Married,66259
ATQCUS1360,35-45,Chennai,Salaried IT Employees,Male,Married,68827
ATQCUS1361,35-45,Chennai,Salaried IT Employees,Male,Married,66576
ATQCUS1362,35-45,Chennai,Salaried IT Employees,Male,Married,66632
ATQCUS1363,35-45,Chennai,Salaried IT Employees,Male,Married,68161
ATQCUS1364,35-45,Chennai,Salaried IT Employees,Male,Married,63265
ATQCUS1365,35-45,Chennai,Salaried IT Employees,Male,Married,62259
ATQCUS1366,35-45,Chennai,Salaried IT Employees,Male,Married,67943
ATQCUS1367,35-45,Chennai,Salaried IT Employees,Male,Married,68187
ATQCUS1368,35-45,Chennai,Salaried IT Employees,Male,Married,69432
ATQCUS1369,35-45,Chennai,Salaried IT Employees,Male,Married,68705
ATQCUS1370,35-45,Chennai,Salaried IT Employees,Male,Married,69093
ATQCUS1371,35-45,Chennai,Salaried IT Employees,Male,Married,64696
ATQCUS1372,35-45,Chennai,Salaried IT Employees,Male,Married,67336
ATQCUS1373,35-45,Chennai,Salaried IT Employees,Male,Married,62908
ATQCUS1374,35-45,Chennai,Salaried IT Employees,Male,Married,64913
ATQCUS1375,35-45,Chennai,Salaried IT Employees,Male,Married,68311
ATQCUS1376,35-45,Chennai,Salaried IT Employees,Male,Married,66976
ATQCUS1377,35-45,Chennai,Salaried IT Employees,Male,Married,69460
ATQCUS1378,35-45,Chennai,Salaried IT Employees,Male,Married,67513
ATQCUS1379,35-45,Chennai,Salaried IT Employees,Male,Married,66501
ATQCUS1380,35-45,Chennai,Salaried IT Employees,Male,Married,68852
ATQCUS1381,35-45,Chennai,Salaried IT Employees,Male,Married,63134
ATQCUS1382,35-45,Chennai,Salaried IT Employees,Male,Married,64308
ATQCUS1383,35-45,Chennai,Salaried IT Employees,Male,Married,69707
ATQCUS1384,35-45,Chennai,Salaried IT Employees,Male,Married,64415
ATQCUS1385,35-45,Chennai,Salaried IT Employees,Male,Married,62525
ATQCUS1386,35-45,Chennai,Salaried IT Employees,Male,Married,67569
ATQCUS1387,35-45,Chennai,Salaried IT Employees,Male,Married,64060
ATQCUS1388,35-45,Chennai,Salaried IT Employees,Male,Married,67257
ATQCUS1389,35-45,Chennai,Salaried IT Employees,Male,Married,62285
ATQCUS1390,35-45,Chennai,Salaried IT Employees,Male,Married,68681
ATQCUS1391,35-45,Chennai,Salaried IT Employees,Male,Married,68312
ATQCUS1392,35-45,Chennai,Salaried IT Employees,Male,Married,69911
ATQCUS1393,35-45,Chennai,Salaried Other Employees,Male,Married,39923
ATQCUS1394,35-45,Chennai,Salaried Other Employees,Male,Married,38217
ATQCUS1395,35-45,Chennai,Salaried Other Employees,Male,Married,43163
ATQCUS1396,35-45,Chennai,Salaried Other Employees,Male,Married,41629
ATQCUS1397,35-45,Chennai,Salaried Other Employees,Male,Married,44157
ATQCUS1398,35-45,Chennai,Salaried Other Employees,Male,Married,38125
ATQCUS1399,35-45,Chennai,Salaried Other Employees,Male,Married,42248
ATQCUS1400,35-45,Chennai,Salaried Other Employees,Male,Married,38484
ATQCUS1401,35-45,Chennai,Salaried Other Employees,Male,Married,41859
ATQCUS1402,35-45,Chennai,Salaried Other Employees,Male,Married,41514
ATQCUS1403,35-45,Chennai,Salaried Other Employees,Male,Married,43055
